87,87,87,87,87,87,76,87
84,84,84,84,84,84,85,84
87,87,87,87,87,87,87,87
81,83,88,82,89,93,96,89
55,87,86,88,96,97,98,76
85,99,96,95,93,69,99,89
99,96,95,93,89,86,87,89
68,68,68,68,68,68,35,68
86,88,83,87,93,94,96,99
43,43,43,43,43,43,43,43
89,89,35,89,89,89,89,89
65,65,65,65,65,65,65,65
99,89,68,94,96,98,99,92
76,76,23,76,76,76,76,76
87,87,43,87,87,87,87,87
87,87,54,87,87,87,87,87
68,68,90,87,87,87,87,87
23,85,67,87,87,87,87,87
43,43,76,78,78,78,78,78
54,89,85,75,75,75,75,75
90,100,98,68,100,99,99,98
67,67,65,65,65,65,65,65
76,76,68,68,68,68,68,68
85,85,85,23,85,85,85,85
43,43,43,43,43,43,43,43
89,89,89,54,89,54,89,89
90,90,90,90,90,90,90,90
67,67,67,67,67,67,67,67
76,76,76,76,76,76,76,76
87,87,87,85,87,85,87,87
100,87,98,87,35,99,87,87
87,87,89,100,65,84,89,87
87,87,87,87,68,87,87,87
65,65,65,65,23,21,65,65
64,64,64,64,43,12,64,64
35,35,35,35,54,35,35,99
89,85,89,88,86,91,93,95
68,86,88,68,67,68,68,68
87,86,89,34,76,34,82,34
88,89,96,86,85,88,89,99
92,93,95,98,95,96,97,99
76,76,68,68,68,68,68,68
87,87,87,87,87,87,76,87
84,84,84,84,84,84,85,84
87,87,87,87,87,87,87,87
81,83,88,82,89,93,96,89
55,87,86,88,96,97,98,76
85,99,96,95,93,69,99,89
99,96,95,93,89,86,87,89
68,68,68,68,68,68,35,68
86,88,83,87,93,94,96,99
43,43,43,43,43,43,43,43
89,89,35,89,89,89,89,89
65,65,65,65,65,65,65,65
99,89,68,94,96,98,99,92
76,76,23,76,76,76,76,76
87,87,43,87,87,87,87,87
87,87,54,87,87,87,87,87
68,68,90,87,87,87,87,87
23,85,67,87,87,87,87,87
